RNA;nom;sigle;description;etat;dateDeValidationStatuts;siege;liste_activites;contact_adresse;contact_cp;contact_ville;site_web;anneeCreation
W332004736;Percepta Tai chi chuan et développement personnel;Percepta;L'association Percepta a pour but de permettre la pratique du Tai chi chuan et d'allier développement personnel et lien social;Validée;2018-06-23;TAlence;Qi Gong;32 rue Armand Leroi;33400;TAlence;;2007
W332006780;AIDOMI;;AIDOMI est une association d'aide et de soins à domicile organisée en Service Polyvalent d'Aide et de Soins à Domicile (SPASAD). Nos services accompagnent 24h /24h les personnes vulnérables et les proches aidants dans le maintien à domicile à travers des missions d'aide à domicile (entretien du domicile, préparation des repas, accompagnement à la vie sociale)  et des soins infirmiers et d'hygiène.;Validée;2016-12-16;bordeaux;Autres activités de santé;22 rue professeur lannelongue;33300;bordeaux;https://aidomi.fr/;2017
W332005076;France Rein Aquitaine;;"Aider et informer les insuffisants rénaux; promouvoir les traitements et leur qualité ; Promouvoir la recherche sur les maladies rénales ; promouvoir la prévention des maladies rénales ; promouvoir le don d'organes";Validée;2018-06-10;Bordeaux;"Accompagnement des patients;Dépistage";41 A rue Blanchard-Latour;33000;Bordeaux;http://www.francerein-aquitaine.fr/;1972
W332011683;Zeta Lambda Zeta Bordeaux;ZLZ Bordeaux;"Zeta Lambda Zeta est la première sororité francophone internationale. Créée à Bordeaux en 2010, elle réunit de jeunes femmes autour de valeurs communes telles que la philanthropie, le sisterhood, l'internationalité, la réussite académique et sportive en organisant de multiples manifestations. 

Présente en France, au Canada et en Belgique, elle compte à ce jour pas moins de 8 chapitres à travers le monde.";Validée;2019-12-02;TALENCE;Associations étudiantes;29 avenue de l'université;33400;TALENCE;https://www.facebook.com/zlzbordeaux/;2010
W332009436;Aquitaine Mobilité Insertion Reclassement par l'Entraide;AMIRE;Cette association a pour objet d’aider : les personnes en démarche de recherche d’emploi, de reclassement ou en réflexion sur leur projet de vie et les personnes dans leur démarche d’orientation, en particulier les jeunes.;Validée;2016-04-30;Bordeaux;Accompagnement à l'insertion professionnelle;c/o URISA;33000;Bordeaux;;2005
w332014267;Abrazo y caminata;;Promouvoir la pratique du tango argentin par l'organisation de cours, stages et soirées.;Validée;2012-07-23;Saint Médard en Jalles;De salon;64 rue Roland Garros;33160;Saint Médard en Jalles;http://www.abrazoycaminata.fr;2012
w332002056;Envol d'Aquitaine;;"L’association Envol d'Aquitaine fondée le 23 juin 1972 (JO du 8 juillet 1972) 
Agrément DRDJS 33 58 34 83, déclarée à la préfecture de la gironde sous le N° W332002056 est régie par la loi de 1901 ;  a pour but de promouvoir la gymnastique sous toutes ses formes et susciter des liens d’amitié entre ses membres.";Validée;2013-06-17;Bordeaux;"Pilates;Gymnastique volontaire;Renforcement musculaire;Eveil gymnique;Gymnastique artistique";4 ter rue des Douves;33800;Bordeaux;http://envoldaquitaine.e-monsite.com/;1972
W332007886;L'académie de la couleur;;Association qui a pour objet la promotion de la couleur, trait d'union entre chercheurs, industriels, praticiens et utilisateurs de la couleur;Validée;2018-07-31;BORDEAUX;Patrimoine;23 quai des Chartrons;33000;BORDEAUX;http://www.academiedelacouleur.org;
W332018579;Le café historique;;Promouvoir, développer et organiser des activités à caractère de médiation culturelle dans le domaine historique;Validée;2015-01-31;BORDEAUX;"Histoire - Généalogie;Patrimoine";110 rue Pasteur;33200;Bordeaux;;2015
W332023652;Escorte Défilés Sécurités Parade;EDSP;"Sécurité pour tous !
Assurer la sécurité routière lors de manifestations (blocage des voies de circulations), ouverture et fermeture de route ...";Validée;2018-06-29;Saint Médard en Jalles;Autres activités de citoyenneté;25 Rue du Docteur Jacques Monod;33160;Saint Médard en Jalles;;2018
W332023876;Musique A Tout Age;;"L'organisation d'évènements culturels gratuits ou payants (ateliers éveil Musical, musicothérapie, salons, réunions) à destination du grand public ou d'un public professionnel.
la promotion des activités de l'association à destination du grand public et des professionnels par le biais de communication, d'internet ou tout autre moyen.
la vente de produits réalisés par l'association dans le but de la financer.";Validée;2018-09-06;Bordeaux;"Autres activités petite enfance et enfance;Autres activités de bien-être";24 rue andre Hible;33800;Bordeaux;https://musikatoutage.wixsite.com;2018
W332020353;Phonik;;Développement de la culture associée à la musique éléctronique et promotion des arts visuels proposés sur support numérique.;Validée;2016-07-23;bordeaux;Musiques actuelles;48 rue Bouquiere;33000;Bordeaux;http://www.phonik.org;2016
W332017440;Association Française de Rugby Subaquatique;AFRS;Développer la pratique du rugby subaquatique en France et favoriser la participation à des compétitions nationales et internationales.;Validée;2018-09-01;Bordeaux;Sports sous-marins;33 Rue Kléber;33800;Bordeaux;;2014
W751148871;INSER-ASAF;;"Notre objectif est multidimensionnelle c’est-à-dire qu’il vise à :
- Lutter contre l’exclusion des plus démunis en apportant tout d’abord des éléments vitaux
- Agir à un autre niveau: social et psychologique. 
- Proposer une aide administrative (domiciliations, instructions et suivi de dossier RSA. 
- Formation";Validée;2018-05-02;PARIS;Accueil et hébergement d'urgence;198 ROUTE DE TOULOUSE;33130;BEGLES;https://www.inserasaf.com;2001
W332001385;Danse avec nous;;Danse avec nous a pour but de promouvoir la danse en général, tous les styles de danses et univers culturels et artistiques qui sont associés (musique, cinéma, théâtre, peinture ...). L'association exerce son activité en France et peut être amenée à produire des événements ou coopérer sur des opérations internationales.;Validée;2017-11-26;Bordeaux;Du monde;79 allée Jean Giono;33100;Bordeaux;https://www.danseavecnousbordeaux.fr/;2003
W332001507;Isic Rider;;L'association a pour but de favoriser l'intégration des nouveaux arrivants dans la licence et d'animer leur vie étudiante. Elle propose différents partenariats culturels et sportifs qui permettent à ses adhérents de pouvoir sortir dans Bordeaux sans se ruiner.;Validée;2001-06-21;PESSAC;Associations étudiantes;Esplanade des Antilles;33600;PESSAC;;2001
W332023522;Academie Confrérique des Villages de France;34 rue Dutour;"Faire valoir les trésors matériels et immatériels, les ""produits du terroir et savoir faire"" de nos villes et villages et les inscrire dans le futur.
Actions de sensibilisation auprès des enfants et jeunes sous l'autorité de l'animateur des établissements partenaires et l'appui des producteurs désignés.";Validée;2018-04-02;Bordeaux Cauderan;Centres d'animation / Centres sociaux;34 rue Dutour;33200;Bordeaux Cauderan;;
W332000972;Ass'Tech;;Portée par les étudiants de Gestion Urbaine et Solidarités, Ass’Tech est une association fondée en 1997. Si son rôle principal est d’organiser, au fil des ans, le Festival des Solidarités, nos actions sont multiples. Mettre en en place des voyages d’études, sensibiliser notre entourage à des thématiques qui nous tiennent à coeur... Ass’Tech est ouverte  à toute initiative pour tendre vers un monde meilleur !;Validée;2018-09-15;Bordeaux;"Autres activités d'entraide et de solidarité;Autres activités de citoyenneté;Droits communs;Santé;Démocratie participative, action locale;Arts numériques;Lutte contre l'intolérance et le racisme;Litiges, défense des victimes;Accueil des étrangers, des réfugiés";1 rue Jacques Ellul;33000;Bordeaux;;1997
W332000530;Association Nationale des Hospitaliers Retraités;ANHR;L'ANHR est une Association au service des hospitaliers retraités, reconnue organisme d'intérêt général. Elle a pour vocation d'être aux côtés de ceux qui pendant de nombreuses années ont consacré leur vie professionnelle au service de l'hôpital public.;Validée;2018-09-11;BODEAUX CEDEX;"Autres activités d'entraide et de solidarité;Amicales - Confréries - Clubs";121 rue de la Béchade;33076;BODEAUX CEDEX;http://www.retraites-hospitaliers.fr;1976
W332020127;ComEnFrance;;"Ecole de Français Langue Étrangère-Des cours de français général ou thématique (vin, cuisine, culture, actualité, diplomatie) pour tous les niveaux-Préparation DELF/DALF/TCF - Séjours linguistiques -
French Language School-General French or thematic French lessons (wine, cooking, culture, news, diplomacy) for all levels. DELF/DALF/TCF French exam preparation courses-Language stay
Tram A et B - arrêts Hôtel de ville";Validée;2016-05-21;Bordeaux;Autres activités éducatives;60, rue du Hâ;33000;Bordeaux;http://www.comenfrance.net;2016
W751071349;Solidarités Nouvelles face au chômage;SNC;"Lutter contre le chômage et les mécanismes d'exclusion sociale,principalement en mobilisant des bénévoles en vue d'accompagner des chercheurs d'emploi;participer au débat sur l'emploi,le chômage et l'exclusion sous la forme d'un plaidoyer.";Validée;2013-04-06;Bordeaux;Accompagnement à l'insertion professionnelle;40 rue Nicolas Beaujon;33000;Bordeaux;;1985
W332015969;Atelier N.O.R.A.;Art-thérapie;"L'association propose des ateliers d'art-thérapie interculturelle et intergénérationnelle par le mouvement dansé et la pleine conscience. Ces ateliers collectifs de présence active s'adressent à toute personne en recherche de mieux-être et se déroulent à Floirac, studio Jean Jaurès 74 rue de la Paix, le samedi de 10h à 12h, ou en plein air, au parc des étangs, certains dimanches ! 
L'instant danse & L'étang d'art !";Validée;2013-09-20;Floirac;"Autres activités de bien-être;Autres activités de prévention";42, rue Jacques Duclos;33270;Floirac;http://www.ateliernorarth.canalblog.com;2013
W332018952;Tennis Club Bordeaux Bastide;TC2B;Initiation à la pratique du tennis dans un but ludique et/ou compétitif. La principale cible de l'association : les jeunes de 6 à 18 ans regroupés au sein de l'école de tennis du club. Aujourd'hui, une centaine d'enfants est inscrite au club et les adultes, souvent parents des enfants membres du club, ne représentent qu'un tiers de l'effectif global.;Validée;2015-07-27;Bordeaux;Tennis;191 rue de la Benauge;33100;Bordeaux;;2015
w332011240;Fédération Girondine de Généalogie;FGG;L'association a pour vocation de venir en aide bénévolement aux personnes qui recherchent leurs ancêtres.;Validée;2010-06-21;BORDEAUX;Amicales - Confréries - Clubs;Archives Départementales de la Gironde;33300;BORDEAUX;http://fggen33.free.fr;2010
W751066551;David et Jonathan;D&J;L'association a pour ambition d'être un lieu de libération pour les gays et les lesbiennes, d'être ouverte au dialogue et à la confrontation des idées et des spiritualités, de participer à la reconnaissance sociale des homosexuels dans la société et dans les églises.;Validée;1983-06-01;BORDEAUX;"Aide aux personnes en situation difficile (violences, maltraitance, discrimination, etc.);Autres activités de citoyenneté";103 cours d'Albret;33000;BORDEAUX;;1972
W332013261;association des musiciens amateurs Bordeaux-Gironde;AMABXG;Favoriser la rencontre entre musiciens amateurs adultes  pour pratiquer la musique de chambre ou musiques de différents répertoires en petite formation (duos, trios, quatuors).;Validée;2018-10-09;BORDEAUX;Classique;12 impasse ducouvent;33000;BORDEAUX;;1988
W332001358;Alliance 33;Alliance 33;accompagnement bénévole des personnes gravement malades ou en fin de vie et de leurs proches, dans le cadre de la loi du 9 juin 1999 sur les soins palliatifs, en vue de soulager les souffrances physiques, morales, psychologiques et spirituelles , en institution ou à domicile, ou à l'antenne pour les soutiens et suivis de deuils.;Validée;2017-03-25;Bordeaux;"Autres activités d'entraide et de solidarité;Développement du bénévolat";380 cours de la Somme;33800;Bordeaux;http://www.alliance.asso.fr;1985
W332012990;Cré'art : compagnie Re'gart;Reg'art;"Favoriser l'expression artistique des personnes sourdes,
Rendre accessible la culture pour les personnes sourdes,
Sensibiliser un public non signant au théâtre en langue des signes et Français.";Validée;2018-04-20;Bordeaux;Théâtre;57 rue Mouneyra;33000;Bordeaux;;2005
